SID, PID ,SubClass,LotArea,LandContour,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,BsmtQual,BsmtCond,TotalBsmtSF,Heating,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,GrLivArea,GarageCars,GarageArea,YrSold,SaleType, SalePrice , living_area,total_area_,ratio_living_to_totalLivingToTotal,ratio_lot_to_living,prie_per_leaving_sf,price_per_total_sf
121,"$534,401,110.00 ",20,9900,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1966,1966,Gd,TA,1209,GasA,Y,SBrkr,1209,0,1209,2,504,2010,ConLD,"159,000","1,209","2,418",0.5,8.19,$131.51 ,$65.76 
122,"$534,401,140.00 ",20,9680,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1967,1967,TA,TA,1510,GasA,Y,SBrkr,1510,0,1510,2,517,2010,WD ,"178,900","1,510","3,020",0.5,6.41,$118.48 ,$59.24 
124,"$534,403,410.00 ",80,14112,Lvl,AllPub,NAmes,1Fam,SLvl,5,7,1964,1964,TA,TA,1152,GasA,Y,SBrkr,1152,0,1152,2,484,2010,WD ,"180,500","1,152","2,304",0.5,12.25,$156.68 ,$78.34 
127,"$534,430,080.00 ",20,9717,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1950,1996,TA,TA,1078,GasA,Y,FuseA,1078,0,1078,1,240,2010,WD ,"142,125","1,078","2,156",0.5,9.01,$131.84 ,$65.92 
128,"$534,431,050.00 ",50,9724,Lvl,AllPub,NAmes,1Fam,1.5Fin,5,7,1952,2002,TA,TA,1140,GasA,Y,SBrkr,1929,532,2461,2,400,2010,WD ,"197,600","2,461","3,601",0.683421272,3.95,$80.29 ,$54.87 
129,"$534,431,070.00 ",50,17360,Lvl,AllPub,NAmes,1Fam,1.5Fin,6,6,1949,1950,TA,TA,782,GasA,Y,SBrkr,1019,537,1556,2,470,2010,WD ,"172,500","1,556","2,338",0.665526091,11.16,$110.86 ,$73.78 
130,"$534,450,180.00 ",20,7207,Lvl,AllPub,BrkSide,1Fam,1Story,5,7,1958,2008,TA,TA,858,GasA,Y,SBrkr,858,0,858,0,0,2010,WD ,"116,500",858,"1,716",0.5,8.4,$135.78 ,$67.89 
131,"$534,451,150.00 ",30,5350,Lvl,AllPub,BrkSide,1Fam,1Story,3,2,1940,1966,TA,TA,728,GasA,Y,SBrkr,1306,0,1306,0,0,2010,WD ,"76,500","1,306","2,034",0.642084562,4.1,$58.58 ,$37.61 
132,"$534,475,100.00 ",20,9920,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1954,1954,TA,TA,1056,GasA,Y,SBrkr,1063,0,1063,1,280,2010,WD ,"128,000","1,063","2,119",0.501651723,9.33,$120.41 ,$60.41 
133,"$534,476,260.00 ",80,9600,Lvl,AllPub,NAmes,1Fam,SLvl,6,6,1955,1972,TA,TA,1156,GasA,Y,SBrkr,1520,0,1520,1,364,2010,WD ,"153,000","1,520","2,676",0.568011958,6.32,$100.66 ,$57.17 
134,"$534,479,320.00 ",20,7800,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1954,1954,TA,TA,1268,GasA,Y,SBrkr,1268,0,1268,1,244,2010,WD ,"132,000","1,268","2,536",0.5,6.15,$104.10 ,$52.05 
135,"$535,101,020.00 ",85,11380,Lvl,AllPub,NAmes,1Fam,SFoyer,6,8,1966,2008,TA,TA,1080,GasA,Y,SBrkr,1128,0,1128,1,315,2010,WD ,"178,000","1,128","2,208",0.510869565,10.09,$157.80 ,$80.62 
136,"$535,106,190.00 ",90,11600,Lvl,AllPub,NAmes,Duplex,2Story,5,5,1960,1960,TA,TA,1105,GasA,Y,FuseA,1105,1169,2274,2,480,2010,WD ,"154,300","2,274","3,379",0.672980172,5.1,$67.85 ,$45.66 
137,"$535,125,010.00 ",20,19900,Lvl,AllPub,NAmes,1Fam,1Story,7,5,1970,1989,Gd,TA,1947,GasA,Y,SBrkr,2207,0,2207,2,576,2010,WD ,"180,000","2,207","4,154",0.531295137,9.02,$81.56 ,$43.33 
138,"$535,126,040.00 ",20,16492,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1966,2002,TA,TA,1517,GasA,Y,SBrkr,1888,0,1888,2,578,2010,WD ,"190,000","1,888","3,405",0.554478708,8.74,$100.64 ,$55.80 
139,"$535,152,010.00 ",90,8267,Lvl,AllPub,NAmes,Duplex,1Story,5,5,1958,1958,TA,TA,1604,GasA,Y,SBrkr,1604,0,1604,2,576,2010,WD ,"135,000","1,604","3,208",0.5,5.15,$84.16 ,$42.08 
140,"$535,152,050.00 ",20,8197,Lvl,AllPub,NAmes,1Fam,1Story,7,5,2003,2009,Gd,TA,1480,GasA,Y,SBrkr,1480,0,1480,2,620,2010,WD ,"214,000","1,480","2,960",0.5,5.54,$144.59 ,$72.30 
141,"$535,152,130.00 ",20,8050,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1959,1959,TA,TA,1143,GasA,Y,SBrkr,1143,0,1143,1,308,2010,WD ,"136,000","1,143","2,286",0.5,7.04,$118.99 ,$59.49 
142,"$535,152,150.00 ",20,10552,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1959,1959,TA,TA,1398,GasA,Y,SBrkr,1700,0,1700,2,447,2010,WD ,"165,500","1,700","3,098",0.548741123,6.21,$97.35 ,$53.42 
143,"$535,152,250.00 ",20,8400,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1957,1957,TA,TA,1314,GasA,Y,SBrkr,1314,0,1314,1,294,2010,WD ,"145,000","1,314","2,628",0.5,6.39,$110.35 ,$55.18 
144,"$535,153,070.00 ",20,8760,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1959,1959,TA,TA,1194,GasA,Y,SBrkr,1194,0,1194,1,312,2010,WD ,"148,000","1,194","2,388",0.5,7.34,$123.95 ,$61.98 
146,"$535,175,070.00 ",20,9300,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1960,1960,TA,TA,1268,GasA,Y,SBrkr,1264,0,1264,2,461,2010,WD ,"167,500","1,264","2,532",0.499210111,7.36,$132.52 ,$66.15 
147,"$535,175,180.00 ",20,10725,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1959,1959,TA,TA,1206,GasA,Y,SBrkr,1206,0,1206,1,312,2010,WD ,"108,538","1,206","2,412",0.5,8.89,$90.00 ,$45.00 
148,"$535,179,020.00 ",20,10032,Lvl,AllPub,NAmes,1Fam,1Story,6,5,1959,1959,TA,TA,1244,GasA,Y,SBrkr,1580,0,1580,2,440,2010,WD ,"159,500","1,580","2,824",0.559490085,6.35,$100.95 ,$56.48 
149,"$535,180,130.00 ",50,8382,Lvl,AllPub,NAmes,1Fam,1.5Fin,4,5,1956,1956,TA,TA,832,GasA,Y,FuseA,832,505,1337,1,263,2010,WD ,"108,000","1,337","2,169",0.616413094,6.27,$80.78 ,$49.79 
150,"$535,302,080.00 ",20,10950,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1952,1952,TA,TA,864,GasA,Y,SBrkr,1064,0,1064,1,318,2010,WD ,"135,000","1,064","1,928",0.55186722,10.29,$126.88 ,$70.02 
151,"$535,302,200.00 ",20,10895,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1955,1955,TA,TA,972,GasA,Y,SBrkr,972,0,972,1,305,2010,WD ,"122,500",972,"1,944",0.5,11.21,$126.03 ,$63.01 
154,"$535,325,400.00 ",30,7898,Lvl,AllPub,NAmes,1Fam,1Story,4,7,1920,1994,TA,TA,576,GasA,Y,SBrkr,985,0,985,2,676,2010,WD ,"105,000",985,"1,561",0.631005766,8.02,$106.60 ,$67.26 
155,"$535,327,140.00 ",20,7200,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1955,2007,NA,NA,0,GasA,Y,SBrkr,827,0,827,1,392,2010,WD ,"107,500",827,827,1,8.71,$129.99 ,$129.99 
156,"$535,350,030.00 ",20,10200,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1954,2003,TA,TA,1086,GasA,Y,SBrkr,1086,0,1086,2,490,2010,WD ,"144,900","1,086","2,172",0.5,9.39,$133.43 ,$66.71 
157,"$535,350,040.00 ",20,5868,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1956,2000,TA,TA,936,GasA,Y,SBrkr,936,0,936,1,308,2010,WD ,"129,000",936,"1,872",0.5,6.27,$137.82 ,$68.91 
159,"$535,377,090.00 ",90,6979,Lvl,AllPub,OldTown,Duplex,SFoyer,6,5,1980,1980,TA,TA,1056,GasA,Y,SBrkr,1056,0,1056,2,576,2010,WD ,"144,000","1,056","2,112",0.5,6.61,$136.36 ,$68.18 
160,"$535,401,080.00 ",20,9830,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1959,2006,TA,TA,1063,GasA,Y,SBrkr,1287,0,1287,2,576,2010,WD ,"162,000","1,287","2,350",0.547659574,7.64,$125.87 ,$68.94 
161,"$535,425,010.00 ",80,11275,Lvl,AllPub,NAmes,1Fam,SLvl,7,7,1967,2007,Gd,TA,710,GasA,Y,SBrkr,1898,1080,2978,2,564,2010,WD ,"242,000","2,978","3,688",0.807483731,3.79,$81.26 ,$65.62 
162,"$535,450,210.00 ",50,8064,Lvl,AllPub,NAmes,1Fam,1.5Fin,6,8,1948,2004,TA,TA,816,GasA,Y,SBrkr,816,408,1224,1,280,2010,WD ,"132,000","1,224","2,040",0.6,6.59,$107.84 ,$64.71 
163,"$535,453,070.00 ",20,7500,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1959,1994,TA,TA,1246,GasA,Y,SBrkr,1246,0,1246,1,305,2010,WD ,"154,000","1,246","2,492",0.5,6.02,$123.60 ,$61.80 
164,"$535,454,070.00 ",50,8520,Lvl,AllPub,NAmes,1Fam,1.5Fin,5,4,1952,1952,TA,TA,910,GasA,Y,SBrkr,910,475,1385,2,720,2010,WD ,"166,000","1,385","2,295",0.603485839,6.15,$119.86 ,$72.33 
165,"$535,456,110.00 ",20,7200,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1951,2000,TA,TA,900,GasA,Y,SBrkr,900,0,900,2,576,2010,WD ,"134,800",900,"1,800",0.5,8,$149.78 ,$74.89 
166,"$535,457,010.00 ",20,10000,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1962,1962,TA,TA,1116,GasA,Y,SBrkr,1116,0,1116,2,440,2010,WD ,"160,000","1,116","2,232",0.5,8.96,$143.37 ,$71.68 
167,"$535,457,090.00 ",20,7635,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1960,1960,TA,TA,1175,GasA,Y,SBrkr,1175,0,1175,2,484,2010,WD ,"148,000","1,175","2,350",0.5,6.5,$125.96 ,$62.98 
168,"$535,476,350.00 ",20,9760,Lvl,AllPub,NAmes,1Fam,1Story,6,7,1963,1984,TA,TA,1395,GasA,Y,SBrkr,1395,0,1395,2,440,2010,WD ,"192,000","1,395","2,790",0.5,7,$137.63 ,$68.82 
169,"$535,477,020.00 ",60,7700,Lvl,AllPub,NAmes,1Fam,2Story,6,5,1966,1966,TA,TA,756,GasA,Y,SBrkr,1051,788,1839,2,442,2010,WD ,"155,000","1,839","2,595",0.70867052,4.19,$84.28 ,$59.73 
193,"$903,206,120.00 ",75,7793,Bnk,AllPub,BrkSide,1Fam,2.5Unf,7,7,1922,2005,Gd,TA,1108,GasA,N,FuseA,1160,908,2068,1,315,2010,WD ,"209,500","2,068","3,176",0.651133501,3.77,$101.31 ,$65.96 
209,"$904,100,140.00 ",70,24090,Lvl,AllPub,ClearCr,1Fam,2Story,7,7,1940,1950,TA,TA,1032,GasA,Y,SBrkr,1207,1196,2403,1,349,2010,COD,"244,400","2,403","3,435",0.699563319,10.02,$101.71 ,$71.15 
210,"$904,101,110.00 ",20,15263,Lvl,AllPub,ClearCr,1Fam,1Story,5,5,1959,1959,Gd,TA,1422,GasA,Y,SBrkr,1675,0,1675,1,365,2010,WD ,"173,000","1,675","3,097",0.54084598,9.11,$103.28 ,$55.86 
211,"$904,300,150.00 ",50,10632,Lvl,AllPub,ClearCr,1Fam,1.5Fin,5,3,1917,1950,Gd,Fa,689,GasA,N,SBrkr,725,499,1224,1,180,2010,COD,"107,500","1,224","1,913",0.639832723,8.69,$87.83 ,$56.19 
212,"$904,302,260.00 ",190,9900,Lvl,AllPub,SWISU,2fmCon,1.5Fin,5,4,1915,1950,TA,TA,1212,GasA,N,SBrkr,1212,180,1392,0,0,2010,ConLD,"100,000","1,392","2,604",0.534562212,7.11,$71.84 ,$38.40 
213,"$904,350,045.00 ",50,6001,Bnk,AllPub,SWISU,1Fam,1.5Fin,6,5,1940,1950,Fa,TA,600,GasA,N,SBrkr,600,319,919,1,231,2010,WD ,"95,000",919,"1,519",0.605003292,6.53,$103.37 ,$62.54 
216,"$905,101,100.00 ",50,6342,Lvl,AllPub,Sawyer,1Fam,1.5Fin,5,8,1875,1996,TA,TA,780,GasA,N,SBrkr,780,240,1020,0,0,2010,WD ,"94,000","1,020","1,800",0.566666667,6.22,$92.16 ,$52.22 
217,"$905,101,300.00 ",90,10773,Lvl,AllPub,Sawyer,Duplex,1Story,4,3,1967,1967,TA,TA,1832,GasA,N,SBrkr,1832,0,1832,0,0,2010,WD ,"136,000","1,832","3,664",0.5,5.88,$74.24 ,$37.12 
218,"$905,101,310.00 ",90,10778,Lvl,AllPub,Sawyer,Duplex,1Story,4,5,1968,1968,TA,TA,1768,GasA,N,SBrkr,1768,0,1768,0,0,2010,WD ,"136,500","1,768","3,536",0.5,6.1,$77.21 ,$38.60 
219,"$905,102,060.00 ",190,11625,Lvl,AllPub,Sawyer,2fmCon,1Story,5,4,1965,1965,TA,TA,1039,GasA,Y,SBrkr,1039,0,1039,2,504,2010,WD ,"131,500","1,039","2,078",0.5,11.19,$126.56 ,$63.28 
220,"$905,103,060.00 ",20,11341,Lvl,AllPub,Sawyer,1Fam,1Story,5,6,1957,1996,Gd,TA,1392,GasA,Y,SBrkr,1392,0,1392,2,528,2010,WD ,"121,500","1,392","2,784",0.5,8.15,$87.28 ,$43.64 
221,"$905,104,210.00 ",20,8521,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1967,1967,TA,TA,912,GasA,Y,SBrkr,912,0,912,1,336,2010,WD ,"125,000",912,"1,824",0.5,9.34,$137.06 ,$68.53 
222,"$905,105,070.00 ",20,8246,Lvl,AllPub,Sawyer,1Fam,1Story,5,8,1968,2001,TA,TA,1060,GasA,Y,SBrkr,1060,0,1060,1,270,2010,WD ,"154,000","1,060","2,120",0.5,7.78,$145.28 ,$72.64 
223,"$905,105,200.00 ",20,7800,Lvl,AllPub,Sawyer,1Fam,1Story,5,7,1966,2008,TA,TA,864,GasA,Y,SBrkr,892,0,892,1,416,2010,WD ,"137,900",892,"1,756",0.507972665,8.74,$154.60 ,$78.53 
224,"$905,106,140.00 ",60,9364,Lvl,AllPub,Sawyer,1Fam,2Story,6,7,1969,1969,TA,TA,663,GasA,Y,SBrkr,663,689,1352,1,299,2010,WD ,"158,000","1,352","2,015",0.670967742,6.93,$116.86 ,$78.41 
225,"$905,106,170.00 ",20,7832,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1968,1968,TA,TA,864,GasA,Y,SBrkr,864,0,864,1,280,2010,WD ,"137,250",864,"1,728",0.5,9.06,$158.85 ,$79.43 
226,"$905,107,110.00 ",90,7424,Lvl,AllPub,Sawyer,Duplex,SFoyer,5,5,1978,1978,Gd,TA,1319,GasA,Y,SBrkr,1373,0,1373,2,591,2010,WD ,"160,250","1,373","2,692",0.510029718,5.41,$116.72 ,$59.53 
227,"$905,107,250.00 ",60,11227,Lvl,AllPub,Sawyer,1Fam,2Story,5,5,1968,1968,TA,Gd,720,GasA,Y,SBrkr,720,720,1440,2,480,2010,WD ,"163,000","1,440","2,160",0.666666667,7.8,$113.19 ,$75.46 
229,"$905,109,130.00 ",60,14000,Lvl,AllPub,ClearCr,1Fam,2Story,7,5,1996,1997,Ex,TA,1306,GasA,Y,SBrkr,1306,954,2260,2,533,2010,WD ,"328,000","2,260","3,566",0.63376332,6.19,$145.13 ,$91.98 
230,"$905,109,170.00 ",20,20062,Low,AllPub,ClearCr,1Fam,1Story,7,7,1977,2001,Gd,TA,1420,GasA,Y,SBrkr,1483,0,1483,2,690,2010,WD ,"270,000","1,483","2,903",0.510850844,13.53,$182.06 ,$93.01 
231,"$905,201,030.00 ",30,9259,Lvl,AllPub,Sawyer,1Fam,1Story,4,4,1927,1950,Fa,TA,660,GasA,N,SBrkr,756,0,756,2,440,2010,WD ,"85,000",756,"1,416",0.533898305,12.25,$112.43 ,$60.03 
232,"$905,202,090.00 ",20,9600,Lvl,AllPub,Sawyer,1Fam,1Story,4,7,1950,1995,Gd,TA,1067,GasA,Y,SBrkr,1067,0,1067,2,436,2010,WD ,"128,000","1,067","2,134",0.5,9,$119.96 ,$59.98 
233,"$905,325,030.00 ",40,23595,Low,AllPub,ClearCr,1Fam,1Story,7,6,1979,1979,Gd,TA,1332,GasA,Y,SBrkr,1332,192,1524,2,586,2010,WD ,"260,000","1,524","2,856",0.533613445,15.48,$170.60 ,$91.04 
234,"$905,352,140.00 ",60,17082,Low,AllPub,ClearCr,1Fam,2Story,6,5,1978,1992,Gd,TA,1117,GasA,Y,SBrkr,1117,864,1981,2,522,2010,WD ,"230,000","1,981","3,098",0.639444803,8.62,$116.10 ,$74.24 
235,"$905,378,040.00 ",50,18600,Lvl,AllPub,Edwards,1Fam,1.5Fin,3,4,1938,1990,TA,TA,972,GasA,Y,FuseA,1052,558,1610,1,480,2010,WD ,"124,000","1,610","2,582",0.623547637,11.55,$77.02 ,$48.02 
237,"$905,426,200.00 ",20,11479,Lvl,AllPub,Edwards,1Fam,1Story,6,7,1950,1987,TA,TA,663,GasA,Y,SBrkr,1074,0,1074,1,467,2010,WD ,"144,500","1,074","1,737",0.618307427,10.69,$134.54 ,$83.19 
238,"$905,451,320.00 ",20,9571,Lvl,AllPub,Edwards,1Fam,1Story,5,6,1956,1956,TA,TA,1144,GasA,Y,SBrkr,1144,0,1144,1,596,2010,WD ,"129,000","1,144","2,288",0.5,8.37,$112.76 ,$56.38 
239,"$905,452,110.00 ",50,9350,Bnk,AllPub,Edwards,1Fam,1.5Fin,4,6,1947,1979,TA,Fa,756,GasA,Y,SBrkr,1169,0,1531,1,209,2010,WD ,"127,000","1,169","1,925",0.607272727,8,$108.64 ,$65.97 
240,"$905,452,160.00 ",20,9525,Lvl,AllPub,Edwards,1Fam,1Story,5,7,1954,1998,TA,TA,1172,GasA,Y,SBrkr,1172,0,1172,1,366,2010,WD ,"128,000","1,172","2,344",0.5,8.13,$109.22 ,$54.61 
241,"$905,453,040.00 ",20,10420,Lvl,AllPub,Edwards,1Fam,1Story,6,5,2009,2009,Gd,TA,1212,GasA,Y,SBrkr,1212,0,1212,2,460,2010,WD ,"186,000","1,212","2,424",0.5,8.6,$153.47 ,$76.73 
243,"$905,475,510.00 ",20,11200,Lvl,AllPub,Edwards,1Fam,1Story,5,3,1964,1964,TA,TA,1250,GasA,Y,SBrkr,1298,0,1298,2,504,2010,COD,"114,000","1,298","2,548",0.509419152,8.63,$87.83 ,$44.74 
245,"$906,201,030.00 ",60,9206,Lvl,AllPub,SawyerW,1Fam,2Story,6,5,1985,1985,Gd,TA,741,GasA,Y,SBrkr,977,755,1732,2,476,2010,WD ,"178,000","1,732","2,473",0.70036393,5.32,$102.77 ,$71.98 
246,"$906,201,120.00 ",20,11980,Low,AllPub,SawyerW,1Fam,1Story,7,5,1987,1987,Gd,TA,1433,GasA,Y,SBrkr,1433,0,1433,2,528,2010,WD ,"270,000","1,433","2,866",0.5,8.36,$188.42 ,$94.21 
247,"$906,204,230.00 ",60,12361,Lvl,AllPub,SawyerW,1Fam,2Story,6,7,1993,1993,Gd,TA,946,GasA,Y,SBrkr,964,838,1802,4,1017,2010,WD ,"218,000","1,802","2,748",0.655749636,6.86,$120.98 ,$79.33 
248,"$906,223,090.00 ",60,9938,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1993,1994,Gd,TA,1050,GasA,Y,SBrkr,1062,887,1949,2,574,2010,WD ,"236,000","1,949","2,999",0.649883294,5.1,$121.09 ,$78.69 
249,"$906,225,210.00 ",85,9069,Lvl,AllPub,SawyerW,1Fam,SFoyer,6,6,1992,1992,Gd,TA,936,GasA,Y,SBrkr,996,0,996,2,564,2010,WD ,"147,000",996,"1,932",0.51552795,9.11,$147.59 ,$76.09 
250,"$906,378,100.00 ",20,10475,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2008,2008,Gd,TA,1694,GasA,Y,SBrkr,1694,0,1694,3,776,2010,WD ,"245,350","1,694","3,388",0.5,6.18,$144.83 ,$72.42 
251,"$906,380,190.00 ",20,6762,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2006,2006,Gd,TA,1187,GasA,Y,SBrkr,1208,0,1208,2,632,2010,WD ,"206,000","1,208","2,395",0.504384134,5.6,$170.53 ,$86.01 
252,"$906,385,010.00 ",20,10402,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2009,2009,Gd,TA,1226,GasA,Y,SBrkr,1226,0,1226,3,740,2010,WD ,"198,900","1,226","2,452",0.5,8.48,$162.23 ,$81.12 
253,"$906,385,020.00 ",20,7360,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2010,2010,Gd,TA,1222,GasA,Y,SBrkr,1222,0,1222,2,615,2010,WD ,"187,000","1,222","2,444",0.5,6.02,$153.03 ,$76.51 
254,"$906,402,200.00 ",60,12376,Lvl,AllPub,SawyerW,1Fam,2Story,7,5,1990,1990,Gd,TA,1673,GasA,Y,SBrkr,1699,1523,3222,3,594,2010,WD ,"320,000","3,222","4,895",0.658222676,3.84,$99.32 ,$65.37 
255,"$906,425,045.00 ",50,14235,Lvl,AllPub,SawyerW,1Fam,1.5Fin,6,8,1900,1993,Fa,Gd,676,GasA,Y,SBrkr,831,614,1445,2,484,2010,WD ,"138,500","1,445","2,121",0.681282414,9.85,$95.85 ,$65.30 
256,"$906,477,110.00 ",80,8816,Lvl,AllPub,ClearCr,1Fam,SLvl,6,7,1971,1971,TA,TA,1010,GasA,Y,SBrkr,1052,0,1052,2,440,2010,WD ,"155,000","1,052","2,062",0.510184287,8.38,$147.34 ,$75.17 
257,"$907,125,090.00 ",85,11105,Lvl,AllPub,CollgCr,1Fam,SFoyer,5,5,1996,1996,Gd,Fa,870,GasA,Y,SBrkr,965,0,965,2,580,2010,WD ,"159,000",965,"1,835",0.525885559,11.51,$164.77 ,$86.65 
258,"$907,180,050.00 ",60,9337,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1997,1998,Gd,TA,878,GasA,Y,SBrkr,892,800,1692,2,513,2010,WD ,"191,000","1,692","2,570",0.658365759,5.52,$112.88 ,$74.32 
259,"$907,185,060.00 ",60,8750,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,1998,1998,Gd,TA,804,GasA,Y,SBrkr,804,878,1682,2,523,2010,WD ,"200,500","1,682","2,486",0.676588898,5.2,$119.20 ,$80.65 
260,"$907,200,280.00 ",20,15240,Lvl,AllPub,CollgCr,1Fam,1Story,5,8,1977,2004,Gd,TA,1026,GasA,Y,SBrkr,1026,0,1026,1,308,2010,WD ,"150,000","1,026","2,052",0.5,14.85,$146.20 ,$73.10 
261,"$907,200,290.00 ",60,10900,Lvl,AllPub,CollgCr,1Fam,2Story,6,7,1977,1977,Gd,TA,689,GasA,Y,SBrkr,689,703,1392,1,299,2010,WD ,"161,750","1,392","2,081",0.668909178,7.83,$116.20 ,$77.73 
262,"$907,200,340.00 ",20,10650,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1976,1976,TA,Gd,894,GasA,Y,SBrkr,894,0,894,1,308,2010,WD ,"128,200",894,"1,788",0.5,11.91,$143.40 ,$71.70 
263,"$907,203,070.00 ",20,7480,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1972,1972,TA,TA,876,GasA,Y,SBrkr,876,0,876,2,484,2010,WD ,"127,000",876,"1,752",0.5,8.54,$144.98 ,$72.49 
264,"$907,250,030.00 ",20,10389,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2003,2003,Gd,TA,1978,GasA,Y,SBrkr,1978,0,1978,3,850,2010,WD ,"318,000","1,978","3,956",0.5,5.25,$160.77 ,$80.38 
265,"$907,252,120.00 ",20,11423,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2001,2002,Gd,TA,1581,GasA,Y,SBrkr,1601,0,1601,2,670,2010,WD ,"272,000","1,601","3,182",0.503142678,7.13,$169.89 ,$85.48 
266,"$907,262,050.00 ",60,9548,Lvl,AllPub,CollgCr,1Fam,2Story,7,6,2003,2003,Gd,TA,941,GasA,Y,SBrkr,941,888,1829,2,613,2010,WD ,"237,000","1,829","2,770",0.660288809,5.22,$129.58 ,$85.56 
267,"$907,280,040.00 ",60,9375,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1997,1997,Gd,TA,1040,GasA,Y,SBrkr,1044,1054,2098,2,621,2010,WD ,"240,000","2,098","3,138",0.668578713,4.47,$114.39 ,$76.48 
268,"$907,290,040.00 ",20,12137,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,1998,1998,Gd,TA,1649,GasA,Y,SBrkr,1661,0,1661,2,598,2010,WD ,"224,900","1,661","3,310",0.501812689,7.31,$135.40 ,$67.95 
271,"$907,401,090.00 ",20,10635,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2003,2003,Gd,TA,1657,GasA,Y,SBrkr,1668,0,1668,2,502,2010,WD ,"232,000","1,668","3,325",0.501654135,6.38,$139.09 ,$69.77 
272,"$907,410,080.00 ",20,8400,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2004,2005,Gd,TA,1473,GasA,Y,SBrkr,1484,0,1484,2,606,2010,WD ,"213,000","1,484","2,957",0.501859993,5.66,$143.53 ,$72.03 
273,"$907,414,030.00 ",20,8773,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2004,2004,Gd,TA,1414,GasA,Y,SBrkr,1414,0,1414,2,494,2010,WD ,"185,500","1,414","2,828",0.5,6.2,$131.19 ,$65.59 
274,"$908,102,060.00 ",30,8777,Lvl,AllPub,Edwards,1Fam,1Story,3,6,1945,2007,NA,NA,0,GasA,N,SBrkr,640,0,640,1,240,2010,ConLD,"84,900",640,640,1,13.71,$132.66 ,$132.66 
276,"$908,102,130.00 ",90,9825,Lvl,AllPub,Edwards,Duplex,1Story,5,5,1965,1965,NA,NA,0,GasA,N,SBrkr,1664,0,1664,0,0,2010,WD ,"100,000","1,664","1,664",1,5.9,$60.10 ,$60.10 
277,"$908,102,170.00 ",20,10044,Low,AllPub,Edwards,1Fam,1Story,5,6,1968,1968,Gd,TA,1196,GasA,Y,SBrkr,1196,0,1196,1,336,2010,WD ,"144,000","1,196","2,392",0.5,8.4,$120.40 ,$60.20 
279,"$908,103,350.00 ",80,6305,Lvl,AllPub,Edwards,1Fam,SLvl,6,6,1975,1975,TA,TA,1008,GasA,Y,SBrkr,1096,0,1096,1,352,2010,WD ,"125,200","1,096","2,104",0.520912548,5.75,$114.23 ,$59.51 
281,"$908,203,100.00 ",20,6410,HLS,AllPub,Edwards,1Fam,1Story,4,5,1958,1958,TA,TA,960,GasA,Y,SBrkr,960,0,960,0,0,2010,WD ,"90,000",960,"1,920",0.5,6.68,$93.75 ,$46.88 
283,"$908,225,320.00 ",50,8741,Lvl,AllPub,Edwards,1Fam,1.5Fin,6,4,1945,1950,TA,Fa,735,GasA,Y,FuseA,798,689,1487,1,220,2010,WD ,"113,000","1,487","2,222",0.669216922,5.88,$75.99 ,$50.86 
